# frequency_THz	|S|^2
13.62692990909091	0.0
13.650777036431819	8.999999999999997e-130
13.674624163772728	9.000000000000003e-130
13.698471291113638	9e-130
13.722318418454545	9.000000000000005e-130
13.746165545795455	9.000000000000005e-130
13.770012673136364	9.000000000000008e-130
13.793859800477273	9.000000000000003e-130
13.817706927818183	9.000000000000005e-130
13.841554055159092	9e-130
13.865401182500001	9.000000000000008e-130
13.88924830984091	8.999999999999997e-130
13.913095437181818	9e-130
13.936942564522727	9.00000000000001e-130
13.960789691863637	9.000000000000003e-130
13.984636819204546	9e-130
14.008483946545455	9.000000000000005e-130
14.032331073886365	8.409999999999999e-130
14.056178201227274	8.410000000000008e-130
14.080025328568182	8.410000000000002e-130
14.103872455909091	8.409999999999999e-130
14.12771958325	8.410000000000003e-130
14.15156671059091	8.410000000000003e-130
14.175413837931819	8.409999999999999e-130
14.199260965272728	8.410000000000007e-130
14.223108092613638	8.410000000000007e-130
14.246955219954547	8.410000000000002e-130
14.270802347295454	8.410000000000003e-130
14.294649474636364	8.409999999999997e-130
14.318496601977273	8.410000000000002e-130
14.342343729318182	8.410000000000007e-130
14.366190856659092	8.409999999999999e-130
14.390037984000001	8.410000000000003e-130
14.41388511134091	8.409999999999999e-130
14.437732238681818	0.0
14.461579366022727	8.409999999999992e-130
14.485426493363637	8.410000000000007e-130
14.509273620704546	8.410000000000002e-130
14.533120748045455	8.410000000000002e-130
14.556967875386364	8.410000000000007e-130
14.580815002727274	8.409999999999997e-130
14.604662130068183	8.410000000000003e-130
14.62850925740909	8.409999999999997e-130
14.65235638475	8.409999999999994e-130
14.67620351209091	8.410000000000003e-130
14.700050639431819	8.410000000000003e-130
14.723897766772728	8.410000000000007e-130
14.747744894113637	8.409999999999999e-130
14.771592021454547	8.410000000000002e-130
14.795439148795456	8.409999999999999e-130
14.819286276136364	7.840000000000002e-130
14.843133403477273	7.84e-130
14.866980530818182	7.840000000000005e-130
14.890827658159091	7.84e-130
14.9146747855	7.84e-130
14.93852191284091	7.840000000000005e-130
14.96236904018182	7.840000000000005e-130
14.986216167522727	7.840000000000002e-130
15.010063294863636	7.839999999999997e-130
15.033910422204546	7.840000000000002e-130
15.057757549545455	7.840000000000002e-130
15.081604676886364	7.84e-130
15.105451804227274	7.840000000000005e-130
15.129298931568183	7.840000000000002e-130
15.15314605890909	7.840000000000002e-130
15.17699318625	7.84e-130
15.200840313590907	0.0
15.224687440931818	7.840000000000005e-130
15.248534568272728	7.84e-130
15.272381695613637	7.840000000000005e-130
15.296228822954546	7.84e-130
15.320075950295456	7.839999999999995e-130
15.343923077636365	7.84e-130
15.367770204977273	7.840000000000005e-130
15.391617332318182	7.839999999999997e-130
15.415464459659091	7.840000000000007e-130
15.439311587	7.84e-130
15.46315871434091	7.839999999999997e-130
15.48700584168182	7.290000000000002e-130
15.510852969022729	7.290000000000004e-130
15.534700096363636	7.290000000000002e-130
15.558547223704545	7.289999999999999e-130
15.582394351045455	7.289999999999999e-130
15.606241478386364	7.289999999999999e-130
15.630088605727273	7.290000000000002e-130
15.653935733068183	7.290000000000002e-130
15.677782860409092	7.290000000000004e-130
15.70162998775	7.289999999999999e-130
15.725477115090909	7.289999999999997e-130
15.749324242431818	7.290000000000002e-130
15.773171369772728	7.289999999999993e-130
15.797018497113637	7.290000000000004e-130
15.820865624454546	7.290000000000002e-130
15.844712751795456	7.289999999999997e-130
15.868559879136363	6.7599999999999984e-130
15.892407006477274	6.7600000000000024e-130
15.916254133818182	6.7600000000000024e-130
15.940101261159091	6.7600000000000024e-130
15.9639483885	6.760000000000001e-130
15.98779551584091	6.760000000000001e-130
16.01164264318182	6.7600000000000024e-130
16.035489770522727	6.7599999999999984e-130
16.059336897863638	6.7599999999999984e-130
16.083184025204545	6.760000000000007e-130
16.107031152545456	6.760000000000001e-130
16.130878279886364	6.7600000000000024e-130
16.154725407227275	6.250000000000002e-130
16.178572534568183	6.249999999999997e-130
16.20241966190909	6.2500000000000035e-130
16.22626678925	6.250000000000002e-130
16.25011391659091	6.249999999999997e-130
16.27396104393182	6.250000000000006e-130
16.297808171272727	6.249999999999997e-130
16.321655298613635	6.250000000000002e-130
16.345502425954546	0.0
16.369349553295454	6.2499999999999995e-130
16.393196680636365	6.2500000000000035e-130
16.417043807977272	6.249999999999997e-130
16.440890935318183	5.759999999999998e-130
16.46473806265909	5.760000000000005e-130
16.488585190000002	5.759999999999997e-130
16.51243231734091	5.760000000000003e-130
16.536279444681817	0.0
16.560126572022728	5.760000000000001e-130
16.583973699363636	5.760000000000001e-130
16.607820826704547	5.2899999999999996e-130
16.631667954045454	0.0
16.655515081386365	5.2899999999999996e-130
16.679362208727273	5.289999999999998e-130
16.70320933606818	5.289999999999998e-130
16.72705646340909	5.2899999999999996e-130
16.75090359075	5.289999999999996e-130
16.77475071809091	4.839999999999999e-130
16.798597845431818	4.8400000000000024e-130
16.82244497277273	4.840000000000001e-130
16.846292100113637	4.839999999999999e-130
16.870139227454544	4.839999999999999e-130
16.893986354795455	0.0
16.917833482136363	4.839999999999999e-130
16.941680609477274	4.839999999999999e-130
16.96552773681818	4.840000000000001e-130
16.989374864159092	4.8400000000000024e-130
17.0132219915	4.8400000000000024e-130
17.03706911884091	4.839999999999999e-130
17.06091624618182	4.839999999999999e-130
17.084763373522726	4.8400000000000024e-130
17.108610500863637	4.8400000000000024e-130
17.132457628204545	4.839999999999999e-130
17.156304755545456	4.839999999999999e-130
17.180151882886364	4.41e-130
17.20399901022727	4.41e-130
17.227846137568182	4.409999999999998e-130
17.25169326490909	4.41e-130
17.27554039225	4.41e-130
17.29938751959091	4.409999999999998e-130
17.32323464693182	4.41e-130
17.347081774272727	4.41e-130
17.370928901613638	4.41e-130
17.394776028954546	4.410000000000002e-130
17.418623156295453	4.41e-130
17.442470283636364	0.0
17.466317410977272	4.41e-130
17.490164538318183	4.41e-130
17.51401166565909	4.409999999999998e-130
17.537858793	4.409999999999998e-130
17.56170592034091	4.41e-130
17.58555304768182	4.41e-130
17.609400175022728	4.409999999999998e-130
17.633247302363635	4.409999999999998e-130
17.657094429704546	4.41e-130
17.680941557045454	4.41e-130
17.704788684386365	4.409999999999998e-130
17.728635811727273	4.41e-130
17.75248293906818	4.41e-130
17.77633006640909	3.9999999999999995e-130
17.800177193750002	4.000000000000001e-130
17.82402432109091	4.000000000000001e-130
17.847871448431817	3.9999999999999995e-130
17.87171857577273	3.999999999999998e-130
17.895565703113636	3.9999999999999995e-130
17.919412830454547	3.9999999999999995e-130
17.943259957795455	3.9999999999999995e-130
17.967107085136362	3.9999999999999995e-130
17.990954212477273	3.9999999999999995e-130
18.01480133981818	3.999999999999998e-130
18.038648467159092	3.999999999999998e-130
18.0624955945	3.9999999999999995e-130
18.086342721840907	3.9999999999999995e-130
18.110189849181815	0.0
18.13403697652273	3.9999999999999995e-130
18.157884103863637	3.6099999999999986e-130
18.181731231204544	3.61e-130
18.205578358545456	3.6099999999999986e-130
18.229425485886363	3.6099999999999986e-130
18.253272613227274	3.6099999999999986e-130
18.277119740568182	3.6099999999999986e-130
18.30096686790909	3.6099999999999986e-130
18.32481399525	3.6099999999999986e-130
18.348661122590908	3.6099999999999986e-130
18.37250824993182	3.6099999999999986e-130
18.396355377272727	3.61e-130
18.420202504613638	3.239999999999999e-130
18.444049631954545	3.239999999999998e-130
18.467896759295456	3.239999999999999e-130
18.491743886636364	3.2399999999999997e-130
18.51559101397727	3.239999999999999e-130
18.539438141318183	3.239999999999999e-130
18.56328526865909	3.239999999999999e-130
18.587132396	3.2400000000000005e-130
18.61097952334091	0.0
18.634826650681816	3.239999999999999e-130
18.658673778022727	3.239999999999998e-130
18.68252090536364	3.2399999999999997e-130
18.706368032704546	3.2399999999999997e-130
18.730215160045454	3.239999999999999e-130
18.754062287386365	3.239999999999999e-130
18.777909414727272	3.239999999999999e-130
18.801756542068183	3.2399999999999997e-130
18.82560366940909	3.239999999999999e-130
18.84945079675	3.239999999999999e-130
18.87329792409091	3.239999999999999e-130
18.897145051431817	3.239999999999999e-130
18.920992178772728	3.239999999999999e-130
18.944839306113636	3.239999999999999e-130
18.968686433454543	3.239999999999998e-130
18.992533560795454	3.2399999999999997e-130
19.016380688136366	3.239999999999999e-130
19.040227815477273	3.239999999999999e-130
19.06407494281818	3.239999999999999e-130
19.08792207015909	3.239999999999999e-130
19.1117691975	3.239999999999999e-130
19.13561632484091	3.239999999999999e-130
19.159463452181818	3.239999999999999e-130
19.183310579522725	3.239999999999999e-130
19.207157706863637	3.239999999999999e-130
19.231004834204548	3.2399999999999997e-130
19.254851961545455	3.239999999999999e-130
19.278699088886363	3.239999999999999e-130
19.302546216227274	2.8899999999999996e-130
19.32639334356818	2.889999999999999e-130
19.350240470909092	2.889999999999999e-130
19.37408759825	2.8899999999999996e-130
19.397934725590908	2.889999999999999e-130
19.42178185293182	2.889999999999999e-130
19.445628980272726	2.8899999999999984e-130
19.469476107613637	2.889999999999999e-130
19.493323234954545	2.889999999999999e-130
19.517170362295452	2.889999999999999e-130
19.541017489636364	2.889999999999999e-130
19.564864616977275	2.889999999999999e-130
19.588711744318182	2.8899999999999996e-130
19.61255887165909	2.889999999999999e-130
19.636405999	2.8899999999999996e-130
19.66025312634091	2.8899999999999996e-130
19.68410025368182	2.889999999999999e-130
19.707947381022727	2.8899999999999996e-130
19.731794508363635	2.8900000000000004e-130
19.755641635704546	2.889999999999999e-130
19.779488763045453	2.889999999999999e-130
19.803335890386364	2.8899999999999984e-130
19.827183017727272	2.889999999999999e-130
19.851030145068183	2.889999999999999e-130
19.87487727240909	2.889999999999999e-130
19.89872439975	2.889999999999999e-130
19.92257152709091	2.8899999999999996e-130
19.946418654431817	2.889999999999999e-130
19.970265781772728	0.0
19.994112909113635	2.889999999999999e-130
20.017960036454546	2.889999999999999e-130
20.041807163795454	2.8899999999999984e-130
20.06565429113636	2.889999999999999e-130
20.089501418477273	2.889999999999999e-130
20.113348545818184	2.8899999999999984e-130
20.13719567315909	2.889999999999999e-130
20.1610428005	2.8899999999999996e-130
20.18488992784091	2.889999999999999e-130
20.208737055181818	2.889999999999999e-130
20.23258418252273	2.8899999999999984e-130
20.256431309863636	2.889999999999999e-130
20.280278437204544	2.889999999999999e-130
20.304125564545455	2.8899999999999996e-130
20.327972691886362	2.8900000000000004e-130
20.351819819227273	2.8899999999999984e-130
20.37566694656818	2.56e-130
20.399514073909092	2.559999999999999e-130
20.42336120125	2.559999999999999e-130
20.44720832859091	2.559999999999999e-130
20.47105545593182	2.559999999999999e-130
20.494902583272726	2.559999999999999e-130
20.518749710613637	2.559999999999999e-130
20.542596837954544	2.559999999999999e-130
20.566443965295456	2.5599999999999984e-130
20.590291092636363	2.559999999999999e-130
20.61413821997727	2.56e-130
20.637985347318182	2.559999999999999e-130
20.661832474659093	2.56e-130
20.685679602	2.559999999999999e-130
20.709526729340908	2.5599999999999984e-130
20.73337385668182	0.0
20.757220984022727	2.559999999999999e-130
20.781068111363638	2.559999999999999e-130
20.804915238704545	2.559999999999999e-130
20.828762366045453	2.559999999999999e-130
20.852609493386364	2.559999999999999e-130
20.87645662072727	2.249999999999999e-130
20.900303748068183	2.249999999999999e-130
20.92415087540909	2.249999999999999e-130
20.947998002749998	2.25e-130
20.97184513009091	2.25e-130
20.99569225743182	0.0
21.019539384772727	2.249999999999999e-130
21.043386512113635	2.249999999999999e-130
21.067233639454546	2.249999999999999e-130
21.091080766795454	2.249999999999999e-130
21.114927894136365	2.249999999999999e-130
21.138775021477272	2.2499999999999988e-130
21.16262214881818	1.96e-130
21.18646927615909	1.9599999999999993e-130
21.210316403500002	1.9599999999999993e-130
21.23416353084091	1.96e-130
21.258010658181817	1.959999999999999e-130
21.281857785522728	1.96e-130
21.305704912863636	0.0
21.329552040204547	1.96e-130
21.353399167545454	1.96e-130
21.377246294886362	1.96e-130
21.401093422227273	1.96e-130
21.42494054956818	1.9599999999999993e-130
21.44878767690909	1.9599999999999993e-130
21.47263480425	1.959999999999999e-130
21.496481931590907	1.959999999999999e-130
21.520329058931818	1.959999999999999e-130
21.54417618627273	1.959999999999999e-130
21.568023313613637	1.9599999999999993e-130
21.591870440954544	1.9599999999999993e-130
21.615717568295455	1.9599999999999993e-130
21.639564695636363	1.9599999999999993e-130
21.663411822977274	1.6900000000000002e-130
21.68725895031818	1.6900000000000002e-130
21.71110607765909	1.6900000000000002e-130
21.734953205	1.689999999999999e-130
21.75880033234091	1.6899999999999996e-130
21.78264745968182	1.6899999999999996e-130
21.806494587022726	1.689999999999999e-130
21.830341714363634	1.6899999999999996e-130
21.854188841704545	1.6899999999999996e-130
21.878035969045456	1.6899999999999996e-130
21.901883096386364	1.6899999999999996e-130
21.92573022372727	1.6899999999999996e-130
21.949577351068182	1.6899999999999996e-130
21.97342447840909	0.0
21.99727160575	1.6899999999999996e-130
22.02111873309091	1.6899999999999996e-130
22.044965860431816	1.6899999999999996e-130
22.068812987772727	1.6900000000000002e-130
22.092660115113638	1.4400000000000002e-130
22.116507242454546	1.4400000000000002e-130
22.140354369795453	1.4400000000000002e-130
22.16420149713636	1.4399999999999996e-130
22.188048624477272	1.4400000000000002e-130
22.21189575181818	0.0
22.23574287915909	1.4399999999999992e-130
22.259590006499998	1.4399999999999996e-130
22.28343713384091	1.4399999999999996e-130
22.30728426118182	1.2100000000000002e-130
22.331131388522728	1.2099999999999998e-130
22.354978515863635	1.2099999999999992e-130
22.378825643204543	1.2099999999999998e-130
22.402672770545454	0.0
22.426519897886365	9.999999999999999e-131
22.450367025227273	0.0
22.47421415256818	9.999999999999999e-131
22.49806127990909	8.099999999999999e-131
22.52190840725	8.100000000000003e-131
22.54575553459091	8.099999999999997e-131
22.569602661931818	8.099999999999999e-131
22.593449789272725	8.100000000000001e-131
22.617296916613636	6.400000000000001e-131
22.641144043954547	6.4e-131
22.664991171295455	6.4e-131
22.688838298636362	6.4e-131
22.71268542597727	6.4e-131
22.73653255331818	6.400000000000001e-131
22.760379680659092	6.4e-131
22.784226808	6.4e-131
22.808073935340907	6.399999999999998e-131
22.83192106268182	6.400000000000003e-131
22.85576819002273	6.399999999999998e-131
22.879615317363637	6.399999999999998e-131
22.903462444704545	6.399999999999998e-131
22.927309572045452	6.4e-131
22.951156699386363	6.399999999999998e-131
22.975003826727274	6.399999999999998e-131
22.998850954068182	4.899999999999998e-131
23.02269808140909	4.899999999999998e-131
23.04654520875	4.899999999999998e-131
23.070392336090908	4.899999999999998e-131
23.09423946343182	4.899999999999998e-131
23.118086590772727	4.9e-131
23.141933718113634	4.899999999999998e-131
23.165780845454545	4.9e-131
23.189627972795456	4.899999999999998e-131
23.213475100136364	4.899999999999998e-131
23.23732222747727	4.9e-131
23.26116935481818	0.0
23.28501648215909	4.899999999999998e-131
23.3088636095	4.9e-131
23.33271073684091	3.599999999999999e-131
23.356557864181816	3.6000000000000004e-131
23.368481427852274	0.0
23.380404991522727	3.6000000000000004e-131
23.40425211886364	3.599999999999999e-131
23.428099246204546	2.5000000000000007e-131
23.451946373545454	0.0
23.47579350088636	2.4999999999999997e-131
23.499640628227272	2.5000000000000007e-131
23.523487755568183	2.4999999999999997e-131
23.54733488290909	2.4999999999999997e-131
23.57118201025	2.4999999999999997e-131
23.595029137590906	2.4999999999999997e-131
23.618876264931817	2.4999999999999997e-131
23.64272339227273	1.6e-131
23.666570519613636	1.6e-131
23.690417646954543	1.6e-131
23.714264774295454	1.6000000000000002e-131
23.738111901636366	1.6e-131
23.761959028977273	1.6e-131
23.78580615631818	1.5999999999999995e-131
23.809653283659088	0.0
23.833500411	1.6e-131
23.85734753834091	1.5999999999999995e-131
23.881194665681818	1.5999999999999995e-131
23.905041793022725	1.6e-131
23.928888920363637	1.6e-131
23.952736047704544	1.6e-131
23.976583175045455	8.999999999999997e-132
24.000430302386363	8.999999999999997e-132
24.02427742972727	9.000000000000001e-132
24.04812455706818	9.000000000000001e-132
24.071971684409093	9.000000000000001e-132
24.09581881175	0.0
24.119665939090908	9.000000000000001e-132
24.143513066431815	8.999999999999997e-132
24.167360193772726	9.000000000000001e-132
24.191207321113637	9.000000000000001e-132
24.215054448454545	4e-132
24.238901575795452	4e-132
24.262748703136364	4e-132
24.286595830477275	4e-132
24.31044295781818	0.0
24.33429008515909	3.999999999999999e-132
24.358137212499997	4e-132
24.38198433984091	4e-132
24.40583146718182	4e-132
24.429678594522727	4e-132
24.453525721863635	4e-132
24.477372849204546	4e-132
24.501219976545453	4e-132
24.525067103886364	4e-132
24.548914231227272	4e-132
24.57276135856818	4e-132
24.59660848590909	1.0000000000000001e-132
24.62045561325	9.999999999999997e-133
24.64430274059091	1e-132
24.668149867931817	1e-132
24.691996995272724	9.999999999999997e-133
24.715844122613635	1e-132
24.739691249954546	1e-132
24.763538377295454	1e-132
24.78738550463636	1e-132
24.811232631977273	1e-132
24.835079759318184	9.999999999999997e-133
24.85892688665909	1.0000000000000005e-132
24.882774014	0.0
24.906621141340906	1e-132
24.930468268681818	1e-132
24.95431539602273	1.0000000000000001e-132
24.978162523363636	1e-132
25.002009650704544	9.999999999999997e-133
25.025856778045455	1e-132
25.049703905386362	1e-132
25.073551032727273	1e-132
25.09739816006818	1.0000000000000001e-132
25.12124528740909	1e-132
25.14509241475	0.0
25.16893954209091	0.0
25.19278666943182	0.0
25.216633796772726	0.0
25.240480924113633	0.0
25.264328051454545	0.0
25.288175178795456	0.0
25.312022306136363	0.0
25.33586943347727	0.0
25.359716560818182	0.0
25.38356368815909	0.0
25.4074108155	0.0
25.431257942840908	0.0
25.455105070181816	0.0
25.478952197522727	0.0
25.502799324863638	0.0
25.526646452204545	0.0
25.550493579545453	0.0
25.57434070688636	0.0
25.59818783422727	1e-132
25.622034961568183	1e-132
25.64588208890909	1e-132
25.669729216249998	9.999999999999997e-133
25.69357634359091	9.999999999999997e-133
25.71742347093182	1e-132
25.741270598272727	1.0000000000000001e-132
25.765117725613635	0.0
25.788964852954543	1.0000000000000001e-132
25.812811980295454	1.0000000000000001e-132
25.836659107636365	1.0000000000000001e-132
25.860506234977272	3.999999999999999e-132
25.88435336231818	4.0000000000000006e-132
25.90820048965909	4e-132
25.932047617	0.0
25.95589474434091	4e-132
25.979741871681817	4e-132
26.003588999022725	8.999999999999997e-132
26.027436126363636	9.000000000000001e-132
26.051283253704547	0.0
26.075130381045454	9.000000000000001e-132
26.098977508386362	9.000000000000001e-132
26.12282463572727	9.000000000000005e-132
26.14667176306818	8.999999999999997e-132
26.17051889040909	9.000000000000001e-132
26.19436601775	9.000000000000001e-132
26.218213145090907	8.999999999999997e-132
26.242060272431818	9.000000000000001e-132
26.26590739977273	8.999999999999997e-132
26.289754527113637	9.000000000000001e-132
26.313601654454544	9.000000000000001e-132
26.33744878179545	1.6000000000000007e-131
26.361295909136363	1.6000000000000002e-131
26.385143036477274	1.6e-131
26.40899016381818	1.6e-131
26.43283729115909	1.6e-131
26.4566844185	1.6e-131
26.480531545840908	1.6e-131
26.50437867318182	1.6e-131
26.528225800522726	1.6e-131
26.552072927863634	1.6e-131
26.575920055204545	1.6e-131
26.599767182545452	0.0
26.623614309886364	1.6e-131
26.64746143722727	1.6e-131
26.67130856456818	1.5999999999999995e-131
26.69515569190909	1.6000000000000002e-131
26.71900281925	1.5999999999999995e-131
26.74284994659091	1.5999999999999995e-131
26.766697073931816	1.6000000000000002e-131
26.790544201272727	1.6e-131
26.814391328613638	1.6e-131
26.838238455954546	2.5000000000000007e-131
26.862085583295453	2.4999999999999997e-131
26.88593271063636	2.4999999999999997e-131
26.909779837977272	2.5000000000000007e-131
26.933626965318183	2.4999999999999997e-131
26.95747409265909	2.5000000000000007e-131
26.981321219999998	2.4999999999999997e-131
27.005168347340906	2.4999999999999997e-131
27.029015474681817	2.5000000000000007e-131
27.052862602022728	2.4999999999999997e-131
27.076709729363635	0.0
27.100556856704543	2.4999999999999997e-131
27.124403984045454	2.4999999999999997e-131
27.148251111386365	2.4999999999999997e-131
27.172098238727273	2.4999999999999997e-131
27.19594536606818	3.6000000000000004e-131
27.219792493409088	3.599999999999999e-131
27.24363962075	3.599999999999999e-131
27.26748674809091	3.599999999999999e-131
27.291333875431818	3.599999999999999e-131
27.315181002772725	3.599999999999999e-131
27.339028130113636	3.599999999999999e-131
27.362875257454547	3.6000000000000004e-131
27.386722384795455	3.599999999999999e-131
27.410569512136362	3.6000000000000004e-131
27.43441663947727	3.599999999999999e-131
27.45826376681818	3.599999999999999e-131
27.482110894159092	3.599999999999999e-131
27.5059580215	3.599999999999999e-131
27.529805148840907	3.6000000000000004e-131
27.553652276181815	3.599999999999999e-131
27.577499403522726	4.9e-131
27.601346530863637	4.899999999999998e-131
27.625193658204545	4.899999999999998e-131
27.649040785545452	4.899999999999998e-131
27.672887912886363	4.899999999999997e-131
27.696735040227274	4.9e-131
27.720582167568182	4.899999999999998e-131
27.74442929490909	4.899999999999998e-131
27.768276422249997	4.900000000000001e-131
27.792123549590908	4.9e-131
27.81597067693182	0.0
27.839817804272727	4.899999999999997e-131
27.863664931613634	4.9e-131
27.887512058954545	4.899999999999998e-131
27.911359186295453	4.9e-131
27.935206313636364	6.4e-131
27.95905344097727	6.399999999999998e-131
27.98290056831818	6.399999999999998e-131
28.00674769565909	6.399999999999998e-131
28.030594823	6.4e-131
28.054441950340905	0.0
28.078289077681816	6.4e-131
28.102136205022724	6.399999999999996e-131
28.125983332363635	6.4e-131
28.149830459704546	6.4e-131
28.173677587045454	6.400000000000001e-131
28.19752471438636	6.399999999999996e-131
28.221371841727272	6.4e-131
28.245218969068183	6.400000000000001e-131
28.26906609640909	6.400000000000001e-131
28.29291322375	6.4e-131
28.316760351090906	6.399999999999998e-131
28.340607478431817	6.4e-131
28.36445460577273	8.099999999999999e-131
28.388301733113636	8.100000000000003e-131
28.412148860454543	8.099999999999999e-131
28.435995987795454	8.099999999999999e-131
28.459843115136362	8.099999999999997e-131
28.483690242477273	8.099999999999997e-131
28.50753736981818	8.099999999999997e-131
28.531384497159088	8.099999999999999e-131
28.5552316245	8.099999999999995e-131
28.57907875184091	8.099999999999997e-131
28.602925879181818	8.099999999999999e-131
28.626773006522725	8.100000000000001e-131
28.650620133863633	8.099999999999999e-131
28.674467261204544	8.099999999999997e-131
28.698314388545455	8.099999999999999e-131
28.722161515886363	8.099999999999999e-131
28.74600864322727	8.099999999999997e-131
28.76985577056818	8.099999999999997e-131
28.793702897909093	1.0000000000000003e-130
28.81755002525	9.999999999999999e-131
28.841397152590908	9.999999999999999e-131
28.865244279931815	9.999999999999999e-131
28.889091407272726	0.0
28.912938534613637	9.999999999999999e-131
28.936785661954545	9.999999999999999e-131
28.960632789295452	9.999999999999999e-131
28.98447991663636	9.999999999999995e-131
29.00832704397727	1.2099999999999998e-130
29.032174171318182	1.2099999999999998e-130
29.05602129865909	1.2099999999999992e-130
29.079868425999997	1.2099999999999998e-130
29.10371555334091	1.2100000000000002e-130
